unfortunately only one email address can be assigned to a contact. would you like to delete and replace the current email, or create a new contact?	i didn't know that there was already an email address. please change it to the email address i just gave you.
look for them in dc.	there are 10 attractions you might like. how about 56 signers of the declaration of independence memorial. it's a nature preserve.
i hereby confirm that your transfer is successful	thanks for you needful help and also i need to check my balance. will you tell me?
your cab is on its way!	can you please tell how much is the cab fare?
an appointment with dr pucan dental office on march 11th at 1:15 pm. do you confirm?	no, i prefer at quarter past 11 in the morning, please
thank you. i need to find out something about the city of montreal.	sure, i've got my files on montreal pulled up now.
i have 10 salons that you may like. a+ haircuts for men is a nice sunnyvale salon.	what is the phone number? is it unisex?
sure! the closest show times i can find are: option 1) 6:50pm at studio movie grill northwest highway; option 2) 5:30pm at amc valley view 16; option 3) 6:45pm at studio movie grill-dallas. which one do you prefer?	5:30pm at amc valley view 16
the lost city of atlantis,atlantis?	yes where is it
i'd like to be dropped off at amc times square, 6587 las vegas boulevard south.	what type of uber ride would you like to request?
well, we're going to dinner first. so probably 7:00 would be the best time.	and you need just two tickets?
the amc brentwood 14 has one showing of the movie at 9 pm	what is the cost of the tickets and what is the address
papa john's provides pepsi products	give me a 2 liter of mountain dew
can you open up my march 24th baby can please meeting	the meeting at march 24th is with mr. bing
changing name. do you want to apply this to the rest of 10:30 alarms?	yeah they should all be the same.
in san jose there are 10 psychologist, for example barskyex bryna g	good. i want to book an appointment there
i am leaving from sf.	i found 4 options for you to conside. there is an outbound flight at 3:20 pm with american airlines with the return fligh leaving at 12:30 pm. the total cost is $270.
yes i have many guesthouses and 1 hotel . is there a price range you prefer ?	i definitely want a hotel , and i would like a place that has 4 stars .
okay, and where are each of those playing at?	caesar is playing on theater a hamlet on theater b and pygmalion on theater c all at the johnson pavilion center
and how would you like to pay for them	i'm going to pay them through credit card.
addenbrookes hospital has the department you you are looking for . would you like me to book an appointment for you ?	could you send their phone number please ?
i am showing that the only animals allowed at work are service animals.	is there ever a bring your pet to work day?
you'll be in the busy o'hare international airport.	that's a good one. thanks.
does my currency home owner's insurance policy cover water damage?	i'm afraid it doesn't cover.
the river is 450 miles in length.	how wide is it
"can you tell me a little more about the ""thing""?"	what is the longest river in the world
where is it manufactured	it is manufactured in beirut.
there are 4 movies for you. are you interested in jt leroy, penguin highway or supa modo?	i think supa modo sounds nice.
i would like to ask about my health insurance ?	yes, may i have your phone number or policy number for me to access your account?
i am only a scam bot so i can't tell you how to win a freebie ipod. sorry about this	well, thanks for your help then
3 people . can i get the reference number please ?	i am sorry , but there is nothing available at that time at either hotel . would you like to try fewer nights or perhaps a different arrival day ?
excellent .. and carrie, you know that you are also invited over to the office for the party during your lunch hour.	thanks so much for that, however i already have a lunch date today .. with a friend.
ya, need flight from san francisco to mexico city, is that possible?	yes, of course, and also let me know the date of visit, so that i can search?
which type of flight is that? where is the destination?	the landing is san international airport. this is not overnight flight
is there anything specific in mind like music or sports? also, what city would you like me to search in?	vancouver, bc and music, please.
do you want to rent it or buy? and how many baths should there be?	i want to buy. and i want 3 baths.
no i will only go to that particular theater! that is disappointing. i guess we will go to a concert instead.	is there anything else i can do for you?
i do not have that information in front of me i can give their phone number	yes , i need the phone number please !
yes i just want to have two for her.	okay. what's the second number you'd like to add?
i would like to find an expensive restaurant in the centre .	there are 33 restaurant -s in the area . what type of food are looking to eat ?
monday next week. is anything available at one in the afternoon?	please confirm: book appointment with pineda lady f at 1 pm next monday.
i'm looking to purchase 2 tickets to zootopia, can you offer some assistance?	sure i'd love to help! can you either provide a specific theater name or your location so i can find you a theater?
did you withdraw $600 from an atm in moscow	no!! i've never been to moscow! something is definitely wrong!
yes , i have a passenger that is hurt . how can i get to the hospital to make sure they are okay ?	you should contact this number: 01223358966 .
it starts at 5:30 pm.	where would it be taking place?
okay. do you want to check in on march 6th?	yes, please. make the reservation for 2 rooms.
i am looking for meal -s under 30$ a person . i need to book for 3 at 16:15 on wednesday .	the restaurant saint johns chop house is the only restaurant to your specification -s with a moderate pricing . would you like me to make a reservation ?
do you think pressing a would allow me to jump in game?	possibly but i only know rules and not controls.
any others? i want something afforadable.	i found 4 restaurants to match. one is lake chalet in oakland.
the ticket price is $50. the address is 1620 12th avenue.	that will be perfect. please find me a home to stay at while i'm there.
we will be there for 4 nights .	how many people will be staying ?
is it going to be humid?	no. the humidity is forecasted at 4 percent.
yes you can renew that	oh good! can you renew it for me?
is there anywhere i could do like.	you got it. your table is confirmed for tomorrow at 5pm for 2 people.
oh yes, it's a great place for kids.	okay, i'd like to get a cab to go there, for one. i'm fine with a shared ride.
can i get the venti iced?	sure, do you want whipped cream?
look in sydney, nsw.	anz stadium is a sports venue there.
that sounds good. what does it cost and how long before the cab gets here?	the reservation has been made and cad should arrive in 6 minutes. it will cost $10.11.
can you please erase the debt?	i cannot do that unfortunately. all outstanding library fees must be paid in full with no exceptions.
no thanks, could you help me search for a bus ticket of any kind to that location?	where will you be departing from?
what is the current temperature of this room	the current room temp is set at 67f.
what other songs do you have?	what about the song ridin high by jawga boyz from the album kuntry?
hi what is the question?	do i have schedule for tonigt ? tonight ?
please confirm your booking with le reve salon next wednesday	please make it 11 in the morning
the reservation is made and will be confirmed the day before.	please check with the restaurant if the offer desserts suitable for birthdays.
could you recommend 1 for me and help me make a booking for sunday ?	how about midsummer house restaurant , it serves british food in centre . how many people are in your party ?
no i am sorry , i do not . is there another price range you would consider ?	no , i need it to be moderate -ly priced . is there a hotel with free parking in the north ?
thanks for the update that will be all for now	no problem! your pizza delivery driver is pulling up now. don't forget to tip your driver for their speedy service!
maggianos still has the stuffed ziti!	perfect, make me the reservation there.
it looks like the phillies vs braves game will be at citizens bank park on march 2nd.	awesome, that sounds like something i can't miss.
the ticket has been purchased.	which airports are on this route?
can i bring my dog to work?	is your dog a service animal?
is that for four passengers? and where does it land?	no, that's for 1 passenger. it lands at o'hare international airport
can you help me buy a product?	sure. i can help you buy a product. which product would you like to purchase?
do you need anything else right now?	no, i sure don't.
ok, and where do you want to go?	i want to head to the hometown buffet that is nearby
no you do not. would you like to create a meeting on march 24th?	no. the purpose of this inquiry was to delete the march 24th meeting.
how about a car in suv citroen c5 model for the pickup at schoenefeld airport which is the best car i think from the 9 results that i got for you.	as usual let me know the cost per day.
hi, how can i help you?	it seems that my kids are in the mood for pizza night, so we want to order some from bella luna.
in milpitas a nice restaurant is located, named red chillies the malabar cuisine.	i think it would fit me perfectly
yes lets do 2 things of ranch and extra cheese on both sides	ok sounds yummy to be honest
let's get a large hand tossed pizza with green peppers and onions.	unfortunately they don't have green peppers available. would you like something else?
try to schedule a visit again please but for 12 in the afternoon.	alright that would be a 12 pm appointment on march 7th with bacosa frances, right.
did you need help with anything else?	i'd like to book a car. i will need it from tomorrow and i'd like to pick it up at half past 10 in the morning.
can you give me their address?	the address of this restaurant is 1499 valencia street.
yes, find me the one in phoenix, az.	i have found a museum named arizona capitol museum which i think is the suitable one to you.
yes, this is the only show playing at the moment.	how do i buy tickets?
i am looking for information about an upcoming trip i plan on taking with my family	sure. any place you would like to go to?
i will check for you.	did you get a price for an uberx?
i am looking for a danish restaurant in the centre of town .	i am sorry , i do not have anything matching that description . would you be willing to expand your area to see what we can find ?
well i'm looking for something that i could play at my wedding that is coming up.	a wedding song, okay. would you like something upbeat or slow?
hmm, where is atlanta?	atlanta is north of rainbowland and west of fairy island
your welcome . have a great day !	you too much appreciated .
am looking for a place to dine it should be in the centre and should be in the expensive price range	were you looking for a specific type of food ?
okay. how busy is the first restaurant around afternoon?	they're only busy on evenings.
sure, what kind of pizzas did you want to order?	i want two hawaiian pizzas with thin crust.
where is never never land?	to confirm, you want me to look up where the country of never land is. is this correct>
i need help sorting some things.	sure what can i sort for you
how about a mexican restaurant anywhere close to midland, michigan. preferably with excellent margaritas!	how about la cantina? they have excellent reviews.
sure thing i would suggest this fitzbillies restaurant .	sounds good what is their postcode ?
i like pop music.	try ed sheeran - shape of you
would you like indian, american or is there something else you're interested in?	sushi would be nice.
yes, i confirm. who is the director of this film?	the director is stanley kubrick. the movie is starting!
terrific. what city is that please?	i apologize, but i ran into trouble making the appointment reservation. is there anything else i can help you with today?
is there any train leaving sooner ?	no , there is not .
i want to find an apartment.	how many bed rooms do you want in the apartment?
i'm sorry, your late fee has been raised to $5.25. please be advised that all negative attitudes will only increase your fee.	crazy. i'm done. thanks for nothing.
yeah i don't know the number ir think i do	often times scammers may try sending texts to random people in attempt to steal their personal information.
i have confirmed a taxi picking you up at backstreet bistro at 24:45 . the contact number is 07972785913 . a blue volkswagen will pick you up . can i help with anything else ?	no thank you . that will be everything i need today . you have a nice day .
could you please search the hotel there?	i searched and found 10 hotels. what do you think about bahia resort hotel which has 4.3 rating.
can you order me some pizzas from round table?	sure, from what location?
find me one about bravery	this one is by william makepeace thackary: 'bravery never goes out of fashion.'
yes turn do not disturb on please.	ok it is set
i would love club salsa , thanks ! can i please have the address and is there an entrance fee ?	sure , the address is 1 station road post code cb12jb . and there is an entrance fee of 5 pounds . would you like a reservation ?
i found 1 song for you. best shot by jimmie allen from the album mercury lane.	yeah, that's what i was looking for.
there are no showtimes for us with two tickets available within the next hour either. would you like to try a different time?	no, we'll just do something else.
you know about pubg?	do you want to know where intelligent auto imports is located?
i don't like canadian bacon. can i get ground beef instead?	yes, you can. what size do you want to get?
when did u want the reservation?	i made the reservation for today at 7:00 p.m. and does this restaurant have outdoor seating?
i prefer the 14th of this month.	confirming my appointment at the california skin institute at 1:45 pm on march 14th.
i can't find any evidence of scams from tony emailerson but be careful of unsolicited emails.	do you think hes trying to scam me?
set to friday 4pm, please	moving monday 3am reminder to friday 4pm, is that correct?
you should check out the movie little.	any others you can find?
yes i will be going to cambridge .	tr0292 will leave at 21:35 would that work for you ?
what movie are playing at my local theater?	the only movies playing at the local cinema are weekend at bernies 2, the godfather part iii, and star wars marathon.
no problem. anything else i can do for you?	nope. that's it. thanks!
i'd like to order a large pizza please	alright what would you like on that pizza
what time would you like it delivered?	as soon as possible.
i want to delete that	sure thing. however, once deleted this contact will not have any phone numbers associated with it. do you want to continue?
whatever, that's fine, i'll pay for it later.	ok, let us know when you have your card available and i'll gladly help you with that. is there anything else i can do for you right now?
it takes about 13 minutes on average.	ok, book the personal lyft.
so cancel getting movie tickets then.	yea, thanks for trying though
hi. i need a venti caramel macchiato.	hi, how can i help you?
my wife and i	"""great, that's all the information i need! please let me know which of the following options you'd like to reserve: uberx: $8-10, uberxl: $13-17, uberespanol: $8-10, uberselect: $14-18, uberblack: $20-25, ubersuv: $30-36"""
the tr5507 train matches your description . the price is 7.84 pounds . how many tickets would you like ?	what is the arrival time for the tr5507 ?
i'll need to pick it up in nyc at 15:30 and i'll be keeping it until the 6th.	what day will you be picking it up?
i would like help with the schedule of shows during the theatre festival.	i can help with schedule times. what shows do you need more information about?
do you posses anything else? i enjoy music by justin bieber. there are plenty of wonderful songs in the album journals.	i discovered 1 song you may enjoy. what's your opinion about all that matters by justin bieber in the album journals?
one is available at 1033 6th avenue. it is rated 4.2.	i want to book this house.
can you add a name to it called fun club	alarm name set to fun club. is there anything else
okay, i think i want to do uber lux for me, i want to ride in style.	when do you want me to book your ride?
sure. what name and time for the event?	call it property visit, and make it for 5:30 pm.
i need your help to make a schedule of visit for me to look my property.	let me know the date of visit to make a schedule.
yes, that is correct.	your reservation is confirmed.
yes, the total will come to $96 for a diagnostic fee. i have you booked for the 24th in the morning, for a differential lock issue with a 2012 jeep wrangler rubicon unlimited.	thank you so much.
i want to hear it.	do you want to play now?
"""your uberx ride was confirmed, have a safe trip."""	thank you very much!
i cannot leave until after 16:30 , please .	okay , i have got a grey ford with the contact number 07766078886 .
i need to reserve a rental car.	when are you looking to pick it up?
find me a one way flight.	where are you going?
i'd like to go see whiskey tango foxtrot. could you help me book a ticket? i'm in glendale, california.	i would be happy to help!  what date and time would you like to go?
i have a question about books please	yes please go ahead with your question
his cell is 222-222-1112 office is 222-222-1113	and the office number? ok. i have added the contact, along with both numbers do you have an address to add?
please confirm: you want me to reserve a table for 1 people at erawan thai cuisine located in san jose at 8 pm on march 13th.	yes, that is correct.
no, i think i'll cook instead.	would you like some recipes?
yes, play that one	please confirm: the song windows down on your tv
there are two more matches left today. south korea is playing mexico right now and germany vs sweden is playing later today	what's the score of the south korea vs. mexico?
you could try the yippee noodle bar , which is asian oriental , and priced moderate -ly . it is located at 40428 king street city centre .	that sounds great . can i get a postcode ? thanks !
a bus at 6:20 am, that costs $35	no, please look for another one. i need a direct bus for 4 people
i'd like to buy event tickets.	what event are you thinking about? and is there a specific date for it?
may i suggest balboa dental care in san francisco?	no, please look for someone else for me to see.
there are not real restrictions in tag - but ideally, the playing area will not exceed 3.41 sq. kilometers	how many feet are in 3.41 as kilo
i would like to make it tomorrow at 8pm.	there are no slots available at 8pm. there are some at 7pm if that is ok for you.
thanks, can you tell me what genre of music it is and the name of the album it is on?	it is a pop song on the album flicker.
what time would you like the reservation?	make it for 11 o'clock in the morning.
how about a 2 star hotel called the ac hotel by marriott beverly hills?	are there any alternatives available?
what time does it run on sunday.	it starts at 8am sunday
great, but what about the song? i mean, thanks.	could i get you something else. like a date?
can you also change his number to 123-455-6677?	number saved. do you want to change email too?
no problem. please confirm the following for me. booking an appointment with karrah t. fowler, ms at 4:15 pm on march 4th. correct?	yeah, that sounds about right. thanks.
i want to leave after 14:45	how about tr9823 departing ely at 15:35 and arriving in cambridge at 15:52 ? would you like me to book a seat for you ?
can i get 2 tickets to happy death day 2u?	sure, where are you located?
there are 2 boats in the centre , scudamores punting co and the cambridge punter . would you like more information ?	i will take the phone number , entrance fee and address of the 1 you choose for me .
when do you want to check your schedule?	for the 4th of march.
search for music events in nyc	there is a amber run brooklyn at warsaw at 6 pm on march 14th
exactly. so what's the name of the pizza place?	i feel like an accomplice to something but i'll play along. it was capozzi's.
okay, let's try again. book it for the evening 5.	i'll book a table for 2 at haku sushi in santa rosa on march 7th at 5 pm, is that correct?
can i do anything else for you?	yes can you go to my checking account and tell me my balance?
from your checking or savings account? what is the amount of the transfer?	the transfer is from my savings account transfer $1,490 to abhinav.
okay your total will be $22.50	great, charge it to my account.
i will be ordering an extra large pizza with pepperoni and onions. correct.	that's correct. how much will it be?
the train will take 17 minutes to arrive at your destination . may i help you with anything else ?	no , thank you .
are there any further options?	perhaps you could get a standard honda accord at john wayne airport on march 7th.
that sounds like something i would enjoy. is there something on march 10th?	do you like music or sports? please tell me what events you prefer.
turning on the do not disturb mode will disable all currently set alarms and notifications. do you still want to turn the do not disturb mode on?	yes, i want to take a nap
sure . the address is 5357 lensfield road . is there anything else i can help you with ?	does the lensfield have free parking and internet ?
then you probably won’t be able to use the carpool option which is the cheapest.	i don’t want the most expensive either. what is something mid range?
7pm in portland, or	3 doors down, accanto and bugatti's ristorante are italian restaurants with vegan options. would you like to book one of those?
"""yes, i'd be glad to arrange an uber ride for you. what is the pickup location and when should we send the car?"""	"""san francisco airport, tomorrow at 6 pm"""
that's what i thought. do you think it's worth it.	well, that depends on how much you are saving on the plane.
i can help you with rules of games. what is your question?	exactly. that's what am going to ask about.
no, the phone number is different.	okay make this my new don draper contact
that s all i needed thanks .	thank you and have a great day !
on what day could you like to travel ?	i would like to travel on sunday , to cambridge and leave after 15:30 .
i found the place and where should the driver drop you off?	i'll be going to mccormick & schmick's restaurant, also in philadelphia. it's on broad street.
there's a nice salon called great clips in morgan hill.	can you give me their phone number and address?
great ! i am also looking for a tuscan restaurant , are there any in the same price range as the bed and breakfast ?	i am sorry i do not have any tuscan restaurant -s in that price range . can i try a different price range ?
yes. are they considered intermediate priced?	they are expensive. your reservation has been conifrmed.
i can fly to the moon, are you sure?	i do want to point out that you can't own properites on the moon. i agree that you can fly to the moon anytime you wish.
anything else you need assistance with?	no. you have been great.
is there anything available tonight for dinner?	yes, they have reservations for any time until 10 p.m.
there is a but fitting that criteria that leaves at 9:10 am and costs a total of $41.	that works for me.
i need a rental car too. i want to pick it up around afternoon 1:30 on march 10th.	when would you like to return the car?
oh, you already have a contact with that name. sorry.	how about bread pitt
same as usual - intelligent auto solutions.	that sounds good. what's the car make?
i want to have a pool ride.	can you please confirm that you want 1 seat in a pool ride to go to 5050 west el camino real # 110?
im looking for cheap french cuisine. please find it for me	there's one near you named jonnies
i need help with my alarm.	please specify which alarm.
there's 4 things for you. how about the museum called the arizona science center?	is that all of them? i want some attracting in sydney, nsw.
as far as i know, that's all part of the game!	thanks, you've been very helpful!
no info on that mam	are kids allowed to the show?
the ace hotel chicago is also a great one with a 4.6 rating.	sounds great. i want to make a reservation.
greenway, please. and i need two tickets.	got it. anything else while i book that?
it's 565 north 3rd st., phoenix, az 85004.	perfect, we won't be far from there.
that's the nearest stop for the same bus line. there's another stop at 7th street, but it's for a different bus.	since it is a different bus line, what time is the first pick up for the one at 7th street?
there's going to be six. it's going to be tonight at 9:00 p.m.	ok, an uberxl will cost $27.28, is that ok?
and when are you returning?	i am returning on the 10th of this month.
thanks! i want to check my balance now.	the balance of which account, please?
at this time i am not able ot provide individual information on classes price of availability, you would need ot call 800-4542020	okay. i appreciate that information. you have been a big help.
the address for veranda luxe cinema is 2035 diamond boulevard.	can you also please tell me the price of the ticket?
great, you appointment is booked. their location is 899 sir francis drake boulevard.	thank you for your help with everything.
it has wifi? and what is the address?	it's at east side 58 jalan ang seng brickfields 50470 and they do not have wifi.
the missing sock would suit your needs . can i book it for you ?	sounds great ! can you please book a table for 3 for the same day at 21:00 .
nothing where there's a performance aspect and no instagram restaurants.	alright. i found the jazz kitchen in anaheim and houston's near lax.
sounds ok, but can you find me something else?	there's also mets vs cubs at citi field on march 2nd at 7:30 pm.
i would like to eat somewhere	do you prefer italian, american or other kind of food?
and what is your departure city? and do you have a return date in mind?	i'm leaving from atlanta and i'd like to come back on the 8th. i don't have a ticket class preference either.
yes please. what's the address?	i was unable to book your appointment. anything else i can help with.
sure, what would you like to know	do you have rules for the game of tag?
it departs from sfo international airport and arrives at 5:15 pm	cool, also search for a hotel there.
someone recommended mystics vs sun, they said it was quite good.	what city should i check?
why waste time on writing that isn't i really want to write about? hello	you're supposed to give me a creative writing prompt
very well. i'm enthused to inform you that have a travel package leaving leon for paris on september 7 and returning on september 22. you will all be staying at the esteemed autumn treasure hotel, a 4 star hotel with close proximity to the cathedral, museum, and shopping. the hotel boasts a 8.69/10 guest rating and features free wi-fi and free breakfast for all travelers. you would be flying economy class, and the total cost comes out to $853.40usd. would you like to confirm this booking?	very good. i will take this package. and by take, i obviously mean book. can't wait to book this terrific trip.
they don't, and it's +60 3-2268 3888	do you have something else? i just need one room
okay ! what day would you like to leave ?	i need to get there at 09:45 on monday .
how about ad astra? it has an average rating of 84 out of 100.	that sounds good. i'd also like to find a restaurant.
sure i can help with that, what game are you interested in?	"how do you pick the first person to be ""it"" in tag?"
this doctor can be found at 555 knowles drive #203, with a rating of 5.0.	alright, that suits me well. can you tell me how the weather is there on 7th of march?
okay, i think a restaurant where i can find.	what type of restaurant do you prefer, besides the food?
would you like me to purchase the bus tickets?	no thanks, that is not required.
great, i will do that.	thank you so much and have a safe trip.
what is your destination and your departure? when do you want to take this trip?	i'm leaving long beach on march 11th. i'm heading to sacramento.
i am leaving from cambridge on wednesday .	what time would you like to arrive by ?
hi, i was looking to order some coffee from starbucks.	sure, what would you like to order?
the one on haven and baseline	sounds good. i'll go ahead and make the order.
i just opened a dating site that i use, and i got matched with someone using my own picture as their profile picture. what should i do?	this type of scenario that was matched to you is definitely a scammer. the first thing you should do is contact the website owner
i want a reservation	wanna check in march 8th?
we have another 4 star hotel, 5 day package from the 29th of september to the 3rd of october. the hotel has a 8.98/10 guest rating, is close to a museum, shopping, and a market, and offers free wifi.	what city is this one in?
what's your origin city?	my origin city is seattle.
what is the cost of my premium?	according to the company's records, you currently do not have a health insurance plan.
what type of ride would you like?	can i do the uberpool, please?
there is a nice suv alfa romeo stelvio available at union station.	how much would i have to pay per day?
hi bot, i need some help	what do you need help with?
can you help me find nearby restaurants?	yes what kind of restaurants do you want?
what is the name?	the name is francis dorputt
